Country Name,Average,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Lebanon,3.997819177,,,,,,,,,,,,,,4.451420769,3.466282395,3.758236128,3.661432562,3.94597352,4.472999195,4.283206315,3.947719884,3.993101823
Malawi,3.990093537,,,,,,6.15321217,7.695028575,4.719607455,2.431771188,3.242338024,1.533776324,6.113515396,4.985200097,5.465539981,2.174710536,3.428474602,2.194832251,1.733209379,,,,
Uzbekistan,3.981647309,5.04813464,4.938440392,4.437572989,4.414063713,4.143944616,4.297973514,4.291636426,4.147088203,3.728127881,3.677324205,3.432384145,3.201902488,2.986182038,2.99828708,,,,,,,,
Tajikistan,3.961847744,7.531940623,8.258914936,8.376532186,8.145759659,5.848367077,4.55261691,3.682557244,2.791698358,2.493584721,2.115348777,2.290574389,2.771208062,1.845538237,1.36803996,1.298037595,2.368604604,1.612088308,,,,,
Timor-Leste,3.865445381,,,,,,,,,,2.30761976,4.481316806,4.672803615,5.821743838,3.246421979,2.930346578,3.51480861,,,,,3.948501866,
Sao Tome and Principe,3.844410585,,,,,,,,,,,,2.510544286,2.452468103,8.387603123,2.927177674,3.432965625,3.355704698,,,,,
Tonga,3.799346086,,,,,,1.019555066,6.084513898,6.0493628,6.012686769,1.991912834,3.958789006,7.867124271,0.9769727522,3.883306636,7.721709587,0.9602734859,1.912466412,0.9528256043,,,,
Cambodia,3.7501021,3.554407004,4.729965237,6.759759264,6.615981408,4.75278406,4.698678133,3.281603596,3.363744486,3.960126737,3.911699096,3.375985036,2.968572686,2.873501657,2.39904747,2.34914914,2.313271469,1.843459221,,,,,
Liberia,3.655738486,,,,,,,,,,,,,2.846624984,4.832114066,3.804248585,3.267373753,3.955611649,3.228457876,,,,
Kosovo,3.643101308,,,,,,,,,,,,,,6.466813515,4.144256458,5.969544062,3.46175321,4.985597164,2.247683789,2.250521462,1.665001665,1.596740447
Tuvalu,3.413900095,,,,,,,,0,0,0,0,0,0,0,0,9.49577438,9.409108017,18.64801865,,,,
Chile,3.393134412,,,,,,,,,3.246929563,,3.567211971,3.615242155,3.735215203,3.529000401,3.743439622,3.183597541,3.707729047,2.50725805,3.183877759,3.622160309,3.006302934,3.462782804
Libya,3.24327649,,,,,,3.697984951,,,,,3.660897738,,,,,3.110346388,,,,,2.503876882,
Guam,3.214826334,,,,,,1.287589568,5.115056809,1.272466995,5.072472957,5.692635627,4.419136122,6.933588826,0.6295048944,0.6287924042,3.140092067,1.881538346,2.505041396,,,,,
Montenegro,3.142624262,,,,,,,,4.401824638,3.256814477,2.275886173,3.569180451,4.046407438,1.937096035,3.863458923,3.371587472,2.402748745,3.35749665,2.713981475,1.59465726,3.186367446,2.706239314,4.455617436
Palau,3.112429425,,,,,,,,,,,,,,,,,,3.112429425,,,,
Bulgaria,2.989577714,5.911478128,5.294323917,4.854837907,4.686183164,4.053530904,4.151148311,3.883717464,3.24176471,3.165091831,3.151125933,2.589876861,2.439357379,2.339119769,2.290178689,2.01179448,1.998760228,1.740025744,1.928763513,1.500108517,1.60617102,1.797309219,1.136042013
Nepal,2.834949314,,,2.533956337,2.7950923,2.64423993,2.674707807,3.509675634,3.492583471,3.033992378,3.698223537,3.424298644,2.351524547,3.208105697,3.369106929,3.014086592,3.008533021,2.484708704,2.321886949,2.165421787,1.970113519,,2.163779187
Rwanda,2.816751186,,,,,,,,,,,,3.464913138,2.836758719,1.48328691,,2.839899356,,2.372819428,3.244420252,3.772468332,2.519443353,
Equatorial Guinea,2.769373838,,,,,,3.292607867,,,,,2.887224677,,,,,2.592428999,,,,,2.305233807,
Armenia,2.750141018,3.598938065,3.59373744,3.189959539,2.991218362,2.912033298,2.964567232,2.884626416,2.274302654,2.518385874,2.766102382,1.945486789,2.670272097,2.625248205,3.335373527,3.358046711,1.946261631,2.469066251,2.255439252,2.177287162,2.477444928,2.5711788,2.978125769
"Iran, Islamic Rep.",2.724022514,,,,,,,,,2.620155377,2.894403817,,,,,3.005934583,,,,2.630580356,2.469038437,,
Bangladesh,2.663913786,,,,,,2.540635674,2.742582872,2.564409147,2.496780998,2.761354,2.504338302,2.86583009,2.625405219,2.754596672,2.804166155,2.621113071,2.576798537,2.641801743,2.787944393,2.831775728,2.503087979,
Mauritius,2.661974064,2.19857919,2.95537043,2.064715052,2.641780526,1.941796753,2.193824384,,,3.225822461,2.879054222,3.027815807,4.071336327,3.646940501,3.873176077,3.054603448,2.644326118,2.717775772,2.313760251,2.788200336,1.511272101,1.667386554,1.821944963
Tunisia,2.558101117,,,,,,,,,,1.946573835,2.573624977,2.442101596,2.650977798,2.690409919,2.423531867,2.687987356,,3.049601586,,,,
Fiji,2.550331848,,,,,,,,,3.061369436,2.810519653,2.798676591,2.658896244,2.515536432,2.015794342,3.403887709,2.325716611,2.30657628,2.289387772,2.159790387,2.257830721,,
Vanuatu,2.456973427,,,,,,2.913910328,,,,,2.474884683,,,,,2.3101749,,,,,2.128923797,
Bhutan,2.449538597,,,,,,3.139082272,3.222523745,3.13325055,0.802009515,2.34271774,1.675197483,1.338831468,2.037970298,2.567943505,2.239459842,2.198886539,4.321346099,4.382662188,3.137414849,,1.524030145,1.129291307
Azerbaijan,2.343128194,,,,,,2.78231203,2.659419058,2.561309844,2.188639431,2.379012987,2.248610605,2.201572502,2.166361924,2.176399935,,2.280664054,,2.180267778,2.354748008,2.483224817,,2.141251748
Israel,2.328686373,2.10049401,2.132400569,2.770484044,2.549819041,2.325042267,2.444401912,3.638125599,3.638237394,3.071098771,2.674364301,2.514020206,2.694216361,1.805657776,1.916191963,1.761170188,1.952609757,1.995039091,1.740462041,,1.485897386,1.363994779,
Syrian Arab Republic,2.294691691,,,1.99239873,2.210479198,2.11907493,2.175390327,2.242513657,2.153570529,2.325545875,2.392366263,2.350418929,2.357919864,2.714843716,2.6026493,2.28572603,2.20278632,,,,,,
Finland,2.292551736,2.858372349,2.985262753,2.704671123,2.193738565,2.770246775,2.85276238,2.999723679,2.531950045,1.970498764,2.823250229,2.262819012,2.254825611,2.434874653,2.500046053,2.246078067,2.21775689,2.041103369,1.625721876,1.637047752,1.611805154,1.495813728,1.417769376
Romania,2.237862711,3.342011099,3.199307319,3.084736235,2.507536578,2.540088293,2.625617495,2.715594678,2.57610774,2.535791127,2.389866521,2.113758665,2.061766184,1.977551839,2.257327236,1.925506191,1.97648308,1.650818237,1.873953802,1.674290585,1.492033941,1.464031537,1.248801252
Malaysia,2.224786617,1.9111222,2.103816323,2.479168215,2.81779131,2.5713126,2.376474233,2.181535208,2.334825459,2.288496079,1.974250608,2.353913828,2.249119344,2.448748575,2.202052601,2.032212341,1.92086813,1.850873515,2.06373188,2.110633269,,,
Sierra Leone,2.198686102,,,,,,,,,,2.058938966,1.749617691,1.72688184,2.227609491,2.984410349,2.503858795,2.52371987,2.828322916,1.670089858,,,1.713411243,
Belgium,2.098204439,,,,,,2.061849053,2.732817916,3.077699367,2.207498739,2.557223359,2.095405222,2.081064134,1.972361697,1.88326136,1.74028502,1.727804274,1.943143441,1.849587903,1.838315737,1.853971077,1.94898272,
North Macedonia,2.081378746,,,,2.409149952,1.898881559,2.30978775,2.692327649,2.928360587,3.408937064,2.382055442,2.135640343,2.229605772,2.033447303,1.692965679,1.691562438,2.076553346,1.447608864,1.398239953,1.059863499,1.588451476,,
Hungary,1.999530201,2.865051339,2.62749839,2.808185755,2.815397046,2.4713253,2.005664584,2.49166054,1.996484613,2.248087055,2.066221714,1.625941299,1.730327986,1.536330168,1.811594022,1.395730591,1.39003046,1.46491222,1.256372544,1.564770791,1.487771486,2.258807176,2.071499338
Myanmar,1.924141868,,,,,,2.258356799,1.964485112,1.726763261,1.604203046,1.545543388,1.394314259,1.590698235,1.523237424,1.59863372,1.765035786,1.597020617,2.0869174,2.816431027,2.406304003,2.368838473,2.198319358,2.265309853
French Polynesia,1.91149447,,,,,,,,,,,,1.163548357,2.686170825,3.419725738,0.3765329598,,,,,,,
Ghana,1.91006144,,,,,,,2.229475885,2.012595334,2.132364888,2.153761821,1.824342381,1.863121611,1.757692836,1.845601288,1.786324544,1.72159844,1.683796811,,,,,
Slovak Republic,1.832238689,2.384103691,2.453163624,2.597453197,2.371886621,2.610458496,2.389237983,2.185182757,2.24067684,2.537090598,2.000215208,1.722553016,1.518928911,1.518989405,1.592930058,1.444252145,1.517311975,1.626663379,1.162990325,1.308724399,1.270053734,0.8089249424,1.047459855
Isle of Man,1.828085372,,,,,,,,,,,,,,,,,1.238252083,2.456821365,2.438637777,3.632401017,1.20239999,0
Bosnia and Herzegovina,1.771507096,,,,,,2.628291138,2.174325773,2.383596407,,1.798329511,1.851102596,1.93148877,1.748807631,1.753640598,1.89507124,1.504533482,1.382539074,1.726879009,1.276005902,1.402130453,1.61200873,1.275363219
Kuwait,1.75620485,,,,,,,1.848906419,1.07284476,1.336948935,1.947517572,1.800913019,1.892937157,2.356785345,1.432697166,1.738242651,2.001278817,1.848920622,1.796465733,,,,
Croatia,1.750758345,3.555364413,2.619877656,2.551136229,2.858550623,2.665173582,2.280902388,1.837534709,1.660668922,1.572131441,1.893282724,1.553200427,1.693093027,1.421279674,1.631273395,1.128750331,1.432481708,1.136002444,1.187005502,1.075317581,0.8455600931,0.8734622343,1.044634477
Canada,1.750196439,1.836046382,1.943734991,1.752079598,1.680283159,1.586370484,1.776431652,1.785672153,1.858184804,1.735814365,1.956217229,2.05649285,1.862432239,1.807998878,1.838073067,1.80527686,1.627221758,1.75455755,1.570168855,1.443746571,1.463288808,1.680124866,1.684104545
Poland,1.749249227,2.221829893,2.27350014,2.102158331,4.871447479,4.747490006,2.217870354,2.014328469,1.860490642,1.72221701,1.648606396,1.446719058,1.278004069,1.36969915,1.200239349,1.286370965,1.137686054,1.171682944,0.983887113,0.7726552907,0.7364258693,0.7500282371,0.6701461703
Oman,1.736945826,,,,,,,,1.199510771,1.467348355,1.71796637,2.11048677,4.684491738,1.389534626,1.703507122,1.283411182,1.578189422,1.050268313,1.125656777,2.613511965,0.6564123279,,
Jordan,1.70786218,,,,,,,,,,,1.17253585,1.685138026,1.808437686,1.849049173,1.495356478,1.615061282,1.861400145,2.014370091,1.711542356,1.997887234,1.73594014,1.547627698
Serbia,1.699006803,,,,,,2.403132926,2.581421541,2.138418778,1.891889481,1.771375288,1.5952276,1.700589614,1.871877331,1.538537282,1.698887427,1.439690905,1.501043058,1.239256428,1.591889882,1.350634663,1.174971304,1.39427214
Maldives,1.630454383,,,,,,,2.438794957,2.717935999,1.323587319,,,,0.8926711697,1.449048555,1.692519908,1.64604086,0.7997206309,2.589311839,0.7549125937,,,
France,1.575581832,2.309640462,2.016963507,1.652639567,1.642843498,1.622084257,1.763180204,1.747584911,1.858030034,1.630055192,1.625973344,1.593888353,1.427112911,1.602622297,1.63806689,1.306480121,1.262956009,1.351360375,1.231932062,1.215583556,1.233824783,1.57779113,1.352186846
Gibraltar,1.506523246,,,,,,,,,,,,,,,0,3.013046491,,,,,,
Morocco,1.477460953,,,,,1.898439532,1.597941269,1.860746782,1.565445375,1.708889816,1.557359626,1.536643375,1.613250893,1.655677865,1.348235449,1.350426355,1.391561319,1.342105285,1.148984293,1.268301344,1.034440095,1.238387531,
Australia,1.405669317,1.799274285,1.703090514,1.732779211,1.52122688,1.810227564,1.898684018,1.800863615,1.879314046,1.731230567,1.513903676,1.279713629,1.365827653,1.217377622,1.222912431,1.209805033,1.044300776,1.103212711,1.064769117,1.058282009,1.03515841,0.9916151377,0.9411560778
"Egypt, Arab Rep.",1.344801516,,,,,,,,,0.6366418443,0.4271582492,0.6798809385,0.7024138779,0.8549452921,1.194507278,1.10592343,2.186484775,3.146771536,2.513287942,,,,
Vietnam,1.329827259,,,,,,,1.237368748,1.301910223,1.279794467,1.272632049,1.248979303,1.231570265,1.359885406,1.259402254,1.408090298,1.510073547,1.518393289,,,,,
United Kingdom,1.323681668,1.468637853,1.320754717,1.433281614,1.450116009,1.474977375,1.552140522,1.633154235,1.865239308,1.554207032,1.586396983,1.383388464,1.414408524,1.421484707,1.227523177,1.125590969,1.1941837,1.004515115,0.9758704741,0.9328428921,0.9074733134,0.992399049,1.202410668
China,1.273173497,,,,,,2.093040065,2.009318462,2.023337255,1.867272454,1.880582905,1.571551971,1.352157466,1.20578949,1.10166857,1.084782645,0.9862070001,0.8786232837,0.8206814524,0.7694570604,0.7253380801,0.6585405846,0.6156007119
Greece,1.25436377,1.414942865,1.571414611,1.875307047,1.616962822,1.417128346,,1.180215511,0.838028746,1.085064909,0.9848741082,1.168017142,0.9701228617,1.142264973,1.260984687,1.328226884,1.537654404,1.610812756,1.458922926,1.351434906,0.9498677553,0.8290395621,0.7503513386
Malta,1.246935268,,,,1.270877337,2.529474704,1.008399972,1.503175458,1.495129615,0,1.728365189,0.9833155927,0,0.9748393952,1.455858374,0.9660785663,0.9612842758,0.7170737654,2.851785574,1.653884502,1.409873816,0.9354186934,
Czech Republic,1.246616803,1.705535927,1.677979937,1.816242139,1.692819924,1.67635852,1.759058715,1.382505887,1.453312719,1.591909273,1.308653048,1.052818747,1.262345741,1.216617136,1.093651697,0.8963611077,0.9775740712,0.8137223873,0.9918053266,0.8494989042,0.7642572184,0.8298941451,0.6126471022
New Zealand,1.206261894,1.088417604,1.291245196,1.59909129,1.295107401,1.178822995,1.347499701,1.305037727,1.513925847,1.093964325,1.102822785,1.475084969,1.170591772,1.133907106,1.192055302,1.549676858,0.9839677332,0.8826794527,0.917689312,1.018256227,0.9853942672,,
Portugal,1.170988518,,1.042379205,1.116412329,1.219234566,1.058903396,1.120219115,1.009682179,1.139446409,1.420791404,1.367746338,1.277716631,1.46227091,1.740337832,1.164089819,1.219441728,1.164065559,1.072907853,1.152920655,1.36782351,0.8786030365,0.9598335572,0.6359328418
Cyprus,1.164923056,,,,,,0.8480990919,0.7289525369,0.2047154149,1.409070185,1.583515603,1.946172754,1.434707879,1.222135315,0.8321290577,1.730299178,0.7190319673,0.8001173505,1.938220115,1.049046417,0.9546050582,1.292006357,1.11086767
Italy,1.139107677,1.776434678,1.673740342,1.534586198,1.540855846,1.41541754,1.336970241,1.232906958,1.114152868,1.236520444,1.220623323,1.037265321,1.057889956,1.063838558,1.033572016,0.9892382116,0.8856549629,0.9236958765,0.8872693489,0.8413219816,0.7971715615,0.788179499,0.6730631628
Saudi Arabia,1.137799144,,,,,0.9397861159,0.83316028,1.074936095,1.300995129,1.108331662,1.295800187,1.242383915,1.037500517,1.049398182,,,,,,,,1.495699357,
Slovenia,1.107336431,2.237813453,1.927478128,1.822088265,0.7073347072,1.261111655,1.810410767,1.408203489,1.810624746,1.055825517,1.355809644,1.001862964,0.5988648517,1.191931222,0.493939852,0.6386875658,0.7334360796,0.7791818201,0.6794830105,0.580799073,0.8209209284,0.9639539076,0.4816398411
Germany,1.106802673,1.716110818,1.681258396,1.536573753,1.211893552,1.238742848,1.245585886,1.134470325,1.170172946,1.051581415,1.062219911,1.064022126,0.9909204097,0.9306104287,0.8899193876,0.9917790778,0.9802856884,0.9118543287,0.812915583,0.8392282452,0.8786390813,0.8346817462,1.176192851
Algeria,1.104968468,,,,,,,,,2.00595528,1.367605882,0.6128254084,0.9236804581,0.7900857129,0.9408871849,0.7810350039,0.7032575248,0.7604654027,1.392222036,1.25200314,1.47520104,1.359366012,
Ireland,1.102957321,1.190819722,1.154335478,1.035461843,1.025174232,1.013078038,0.9613445937,1.330163792,1.307752356,0.913682444,0.7266123467,1.234281602,1.440731334,1.773503987,1.113687689,1.225902264,1.14546844,0.9007890268,1.132934469,1.110644308,1.109606267,0.6170072298,0.8020795982
Netherlands,1.037260715,1.938768,1.359788239,1.332836339,1.121683188,1.286802879,1.13021396,1.261072309,1.210401633,1.246840386,1.17270133,1.063104541,0.7785782941,0.8662962069,0.9053196219,0.9262084886,0.8631584033,0.8543943533,0.8636558433,0.7422935529,0.7282693313,0.6139859264,0.5533629041
Spain,1.025668805,1.04243724,1.004567162,1.168936524,1.313735256,1.216553843,1.351955572,1.393985708,1.343320269,1.376208971,1.199492486,1.176133161,1.064269062,1.061817658,0.884824811,0.8864776696,0.857045825,0.8207356102,0.7768249389,0.6467148289,0.694297754,0.6508948382,0.6334845178
Luxembourg,1.016135753,0.4907710504,0.967639709,0.953845787,0.9406983745,1.393242773,0.9172145113,2.044534505,1.352185808,0.6706578259,0.442655134,0.8736638404,1.503584976,1.474547209,1.649127508,1.007497799,1.968934157,0.7693180572,0,0.1835802181,0.7190158112,,
Sweden,1.00660598,0.9403022494,1.096364692,1.027791714,1.050532891,1.118329798,1.080881459,0.977770555,1.132198907,0.9495698002,1.190126753,0.9182814683,1.000410718,1.211361523,0.8877446846,0.99855285,0.9690987424,0.8557038259,0.7127204992,0.9048129497,0.8978906382,1.147121978,1.077762868
Monaco,0.9964557883,,,,,,,3.090234858,,,3.00174101,2.959192732,2.90630086,0,0,0,0,0,0,0,,0,
Denmark,0.9867724959,1.146490097,1.312981986,1.667433433,0.9245895341,0.977353957,1.08589952,0.9705001547,1.042286882,1.20661567,0.795889361,0.9775528054,0.5326668997,0.7129854951,0.9822119595,0.8504559982,0.7560968409,0.8239485297,0.8376911094,0.8513933673,1.288861377,0.9844085506,0.9806813823
"Macao SAR, China",0.9104268224,,,,,,2.336563243,1.826146306,0.4455374964,1.738574847,0.8484408838,0.8289141846,2.027081813,1.190894421,0.7776835917,1.142176188,0.3724609801,0.7280153029,0.7110719231,0.1736590482,0,0.1664054102,0.163630342
Switzerland,0.8805388106,1.168307188,1.175477056,1.226996807,1.068474,1.247067989,0.9627123374,1.193999182,1.187203492,1.001111783,1.061622129,1.01210368,0.8019881822,0.6745712306,0.7062411973,0.6591565046,0.6639452572,0.5800448677,0.5602819837,0.7008764891,0.4981998581,0.6851151757,0.5363574421
Norway,0.8408076521,0.9864430607,0.9805846519,0.8612694386,0.8560008362,0.8285441986,1.066816732,0.8180148989,1.011874345,1.115947858,0.78291267,0.7123792517,0.7061738857,0.635640624,0.7125777731,0.6007648358,0.5935473624,2.243514273,0.5387063506,0.9060288539,0.5641681992,0.4615530182,0.5143052285
United Arab Emirates,0.8052630909,,,,,,,,,1.202587327,0.6604808154,1.222824366,0.7439863015,,,,0.8100901933,0.5880674202,0.77524144,0.6328929102,0.6724825753,0.6554295456,0.8938111055
Austria,0.7727665871,1.033315087,1.243646099,0.8279440656,0.9653820274,0.7514376882,1.016200214,0.8644378659,0.7990743523,0.6115570585,0.7180406496,0.6542559958,0.7362939189,0.5414000823,0.695572668,0.6093162301,0.6896593547,0.8865390744,0.9274969745,0.7227975717,0.5212423638,0.5300359261,0.6552196499
"Korea, Rep.",0.7539528735,,,,,,,,,,,,,,,,,0.8583836106,0.8227858592,0.6816925797,0.7383067688,0.7214342381,0.7011141843
Bahrain,0.6753270139,,,,,,,1.290231941,1.08821625,0.3852520383,0.8435279714,0.4498587444,0.7303733042,0.3861410129,0.5383145372,1.097019567,0.8864805272,0.5476155645,0.3076409553,0.3801093346,0.5237964467,,
Brunei Darussalam,0.6511565425,,,,,,1.200332492,,,0.8489228584,0.5562926433,0.5477081154,0.8102633356,0.8002902386,0.2636769219,0.7817141428,0.2572929692,0.2537987325,1.000630397,0.4929556636,,,
Liechtenstein,0.6479513299,0,0,0,0,3.079765938,0,0,0,0,2.890507573,0,0,0,2.813651839,0,2.777546316,0,0,0,2.693457592,0,0
Channel Islands,0.6424044518,,,,,,,,,,,0.6481133421,1.286910193,,0.6345942722,,0,,,,,,
Indonesia,0.6073247626,,,,,,1.041881219,,,0.7413445843,0.6345738109,,,,0.5809638407,0.547755236,0.4362452637,0.5970513453,0.5850132965,0.5499295937,0.5005269526,0.5775440798,0.4950679287
Burkina Faso,0.5876298979,,,,,,,,0.6345022818,0.6400823857,0.5985924329,0.4693810801,0.4989450927,0.6595555816,0.7352077227,0.5085496106,0.5959545452,0.5098898737,0.5069030541,0.7145901682,0.7847161406,0.3699486003,
Singapore,0.5865257296,1.464812616,0.8667602209,1.062469675,0.9837121201,1.040395163,0.9453341373,0.7464953908,0.532531889,0.5647995726,0.4805448005,0.4675974974,0.3686115552,0.3803464026,0.5565737649,0.4027777162,0.3744394248,0.3091179956,0.2086907162,0.3171146595,0.256958906,0.2529238905,0.3205579361
Iceland,0.5619046447,0,0.370207205,0.7330410943,0,0.7183830634,1.782944354,0.3534730494,1.401890449,0,1.030559525,1.017021551,0,0.6553079948,0,0.3163695956,0.624360031,0.9275921563,0.3071951242,0.3057832792,0.6089040032,0.9084219802,0.3004477272
"Hong Kong SAR, China",0.5594147623,,,,,,0.5702576995,0.9818059458,1.02078692,0.7666709276,0.6615120666,0.4979670495,0.5101761186,0.2609301842,0.5187078469,0.6730369374,0.4982049675,0.240595034,0.3799392632,0.8673062071,0.3752833911,0.303628317,0.3832420829
Qatar,0.5285291016,,,,0.911032236,0.5264358538,0.1688427685,0.8105225277,,,0.6588874027,0.6937514959,0.4948623392,0.7565358392,0.8637182206,0.5028979494,0.2247600125,0.2049123641,0.3318214914,0.3999159288,0.3790400936,,
Japan,0.4502988523,0.5438330044,0.4935304804,0.5412035316,0.5713117694,0.5369165198,0.5316232149,0.5457100135,0.5175812783,0.5442429968,0.5451838382,0.5010294597,0.4819633808,0.4466743542,0.5087494481,0.3935701557,0.3617216841,0.3439544202,0.3340435093,0.2883575559,0.3082015803,0.2836492433,0.2835233107
Andorra,0.369804362,,,,,,,,,,1.311578616,,,0,1.19244941,0,0,1.194015594,0,0,0,0,
San Marino,0.2963384422,,,,,,0,0,3.556061306,0,0,0,0,0,0,0,0,0,,,,,
Nauru,0,,,,,,,,,,,,,,,,,,0,,,,